id,name
01,南勢角
02,景安
03,永安市場
04,頂溪
05,古亭
06,東門
07,忠孝新生
08,松江南京
09,行天宮
10,中山國小
11,民權西路
12,大橋頭
13,臺北橋
14,菜寮
15,三重
16,先嗇宮
17,頭前庄
18,新莊
19,輔大
20,丹鳳
21,迴龍
50,三重國小
51,三和國中
52,徐匯中學
53,三民高中
54,蘆洲
