id,name
1,廣慈／奉天宮
2,象山
3,臺北 101／世貿
4,信義安和
5,大安
6,大安森林公園
7,東門
8,中正紀念堂
9,臺大醫院
10,臺北車站
11,中山
12,雙聯
13,民權西路
14,圓山
15,劍潭
16,士林
17,芝山
18,明德
19,石牌
20,唭哩岸
21,奇岩
22,北投
23,復興崗
24,忠義
25,關渡
26,竹圍
27,紅樹林
28,淡水
